CODIGO,DESCRIPCION,F.COMPRA,P.COMPRA,DEPRE.ACU,V.ACTUAL,Meses.Deprec,Deprec.Mensual,CuotaxDeprec
644,'TELEFONO SIEMENS B','19/05/2003','0.00','0.00','0.00',120,'0.00',''
655,'ENFRIADOR DE AGUA','20/05/2003','0.00','0.00','0.00',120,'0.00',''
697,'MICROONDAS DAEWOO','30/07/2003','145.69','145.42','0.27',120,'1.21',0
708,'MICROONDAS DAEWOO','09/08/2003','154.31','153.91','0.40',120,'1.29',0
750,'SACAPUNTA ELECTRIC','11/10/2003','52.67','52.04','0.63',120,'0.44',1
782,'PIZARRA ACRILICA 1','08/12/2003','60.80','59.82','0.98',120,'0.51',2
802,'TELEFONO PANASONIC','26/12/2003','0.00','0.00','0.00',120,'0.00',''
828,'MESON PARA FACTURA','31/01/2004','1.155.58','1.154.86','0.72',120,'9.63',0
886,'TELEFONO PANALPHON','14/06/2004','25.00','24.16','0.84',120,'0.21',4
922,'CAJA FUERTE','12/08/2004','1.333.33','1.311.02','22.31',120,'11.11',2
923,'CAJA FUERTE','12/08/2004','1.333.33','1.311.02','22.31',120,'11.11',2
1030,'CAJA CHICA','20/01/2005','37.39','36.69','0.70',120,'0.31',2
1066,'TELEFONO PANASONIC','28/03/2005','59.00','54.44','4.56',120,'0.49',9
1067,'TELEFONO PANASONIC','28/03/2005','59.00','54.44','4.56',120,'0.49',9
1068,'TELEFONO PANASONIC','28/03/2005','59.00','54.44','4.56',120,'0.49',9
1069,'TELEFONO PANASONIC','28/03/2005','59.00','54.44','4.56',120,'0.49',9
1070,'SILLA SENTRA AZUL','28/03/2005','396.60','366.47','30.13',120,'3.31',9
1073,'SILLA SENTRA AZUL','28/03/2005','396.60','366.47','30.13',120,'3.31',9
1075,'SILLA PRESIDENCIA','28/03/2005','1.695.20','1.567.54','127.66',120,'14.13',9
1230,'MESA COMPUTADORA D','08/08/2005','86.96','76.45','10.51',120,'0.72',15
1261,'VENTILADOR FM - ME','10/10/2005','54.30','46.86','7.44',120,'0.45',16
1377,'SILLA EJECUTIVA MU','10/03/2006','0.00','0.00','0.00',120,'0.00',''
1386,'SILLA RUDY NEUMATI','10/03/2006','0.00','0.00','0.00',120,'0.00',''
1399,'SILLA NEUMATICA TE','10/03/2006','0.00','0.00','0.00',120,'0.00',''
1407,'SILLA NEUMATICA TE','10/03/2006','0.00','0.00','0.00',120,'0.00',''
1440,'SILLA NEUMATICA TE','14/03/2006','0.00','0.00','0.00',120,'0.00',''
1441,'CAJA FUERTE','14/03/2006','0.00','0.00','0.00',120,'0.00',''
1446,'SILLA EJECUTIVA MA','14/03/2006','0.00','0.00','0.00',120,'0.00',''
1447,'BANCO DE MADERA','14/03/2006','0.00','0.00','0.00',120,'0.00',''
1449,'TELEFONO TELFORMA','14/03/2006','0.00','0.00','0.00',120,'0.00',''
1451,'TELEFONO INALAMBRI','14/03/2006','0.00','0.00','0.00',120,'0.00',''
1453,'ESCOPETAS MOSSBER','14/03/2006','0.00','0.00','0.00',120,'0.00',''
1454,'CHALECO ANTIBALAS','14/03/2006','0.00','0.00','0.00',120,'0.00',''
1465,'MESA P/IMPRES. FOR','14/03/2006','0.00','0.00','0.00',120,'0.00',''
1472,'SILLA NEUMATICA TE','14/03/2006','0.00','0.00','0.00',120,'0.00',''
1473,'TELEFONO BIEGE','14/03/2006','0.00','0.00','0.00',120,'0.00',''
1497,'ENFRIADOR DE BOTEL','15/05/2006','258.77','208.67','50.10',120,'2.16',23
1662,'TOBO METALICO','30/11/2006','133.32','0.00','133.32',120,'1.11',120
1669,'TELEFONO DAILY USA','12/12/2006','40.50','29.79','10.71',120,'0.34',32
1730,'TELEFONO INALAMBRI','23/02/2007','198.00','145.20','52.80',120,'1.65',32
1752,'TELEFONO DAILY BEI','08/03/2007','22.52','15.73','6.79',120,'0.19',36
1777,'CARTELERA DE CORCH','12/04/2007','132.80','94.65','38.15',120,'1.11',34
1798,'ARCHIVO 3GABETAS C','08/05/2007','300.00','212.50','87.50',120,'2.50',35
1799,'ARCHIVO 3 GAVETAS','08/05/2007','300.00','212.50','87.50',120,'2.50',35
1832,'TOALLERA COMBI DUA','25/05/2007','198.99','140.31','58.68',120,'1.66',35
1833,'SECADOR DE MANOS S','25/05/2007','543.47','384.26','159.21',120,'4.53',35
1834,'TOALLERA COMBI DUA','25/05/2007','198.99','140.31','58.68',120,'1.66',35
1848,'JABONERA ACRILIC F','11/06/2007','133.96','93.28','40.68',120,'1.12',36
1849,'JABONERA ACRILICA','11/06/2007','133.96','93.28','40.68',120,'1.12',36
1850,'JABONERA ACRILIC.F','11/06/2007','133.96','93.28','40.68',120,'1.12',36
1851,'TOALLERA COMBI DUA','11/06/2007','209.46','146.19','63.27',120,'1.75',36
1852,'SECADOR DE MANOS S','11/06/2007','572.07','399.88','172.19',120,'4.77',36
1871,'PIZARRA ACRILICA 6','16/06/2007','49.50','34.46','15.04',120,'0.41',36
1918,'CARTELERA DE CORCH','09/07/2007','0.00','0.00','0.00',120,'0.00',''
2001,'TELEFONO DE MESA Y','23/08/2007','68.50','46.74','21.76',120,'0.57',38
2003,'TELEFONO DE MESA Y','23/08/2007','68.50','46.74','21.76',120,'0.57',38
2047,'ROTAFOLIO 65X100+R','14/09/2007','0.00','0.00','0.00',120,'0.00',''
2051,'TELEFONERA 2 PUERT','19/09/2007','290.00','195.23','94.77',120,'2.42',39
2053,'ENFRIADOR DE AGUA','21/09/2007','412.84','278.64','134.20',120,'3.44',39
2071,'SILLA OPERATIVA C/','08/10/2007','455.40','303.21','152.19',120,'3.80',40
2072,'SILLA OPERATIVA C/','08/10/2007','455.40','303.21','152.19',120,'3.80',40
2074,'SILLA OPERATIVA C/','08/10/2007','455.40','303.21','152.19',120,'3.80',40
2076,'SILLA EJECUTIVA C/','08/10/2007','539.10','359.21','179.89',120,'4.49',40
2077,'SILLA EJECUTIVA C/','08/10/2007','539.10','359.21','179.89',120,'4.49',40
2078,'SILLA EJECUTIVA C/','08/10/2007','539.10','359.21','179.89',120,'4.49',40
2079,'SILLA EJECUTIVA C/','08/10/2007','539.10','359.21','179.89',120,'4.49',40
2080,'SILLA EJECUTIVA C/','08/10/2007','539.10','359.21','179.89',120,'4.49',40
2082,'SILLA OPERATIVA S/','08/10/2007','410.40','273.60','136.80',120,'3.42',40
2083,'SILLA OPERATIVA S/','08/10/2007','410.40','273.60','136.80',120,'3.42',40
2084,'SILLA OPERATIVA S/','08/10/2007','410.40','273.60','136.80',120,'3.42',40
2085,'SILLA OPERATIVA S/','08/10/2007','410.40','273.60','136.80',120,'3.42',40
2169,'TELEFONO OPERADOR','23/11/2007','400.00','0.00','400.00',120,'3.33',120
2271,'RADIO PHILIPS','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2273,'RADIO PHILIP','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2276,'TELEFONO PANASONIC','07/01/2008','79.00','50.05','28.95',120,'0.66',44
2277,'TELEFONO PANASONIC','07/01/2008','79.00','50.05','28.95',120,'0.66',44
2278,'TELEFONO PANASONIC','07/01/2008','79.00','50.05','28.95',120,'0.66',44
2279,'TELEFONO PANASONIC','07/01/2008','79.00','50.05','28.95',120,'0.66',44
2280,'MICROONDAS HOOVER','11/01/2008','229.00','146.30','82.70',120,'1.91',43
2350,'TELEFONO PANASONIC','25/03/2008','99.00','61.50','37.50',120,'0.83',45
2351,'TELF.PANASONIC BLA','11/03/2008','99.00','61.50','37.50',120,'0.83',45
2366,'NEVERA 20" TOP MOU','29/02/2008','3.302.00','2.090.76','1.211.24',120,'27.52',44
2379,'TELEFONO EUROSET S','27/03/2008','99.00','61.50','37.50',120,'0.83',45
2504,'CAJA CHICA GRANDE','27/06/2008','112.00','0.00','112.00',120,'0.93',120
2540,'TEL.PRECISION BLAN','17/07/2008','1.00','0.00','1.00',120,'0.01',120
2546,'ESCRITORIO D OFICI','31/07/2008','2.551.00','0.00','2.551.00',120,'21.26',120
2547,'ESCRITORIO D OFICI','31/07/2008','2.551.00','0.00','2.551.00',120,'21.26',120
2548,'ESCRITORIO D OFICI','31/07/2008','2.551.00','0.00','2.551.00',120,'21.26',120
2549,'ESCRITORIO D OFICI','31/07/2008','2.551.00','0.00','2.551.00',120,'21.26',120
2550,'ESCRITORIO D OFICI','31/07/2008','2.551.00','0.00','2.551.00',120,'21.26',120
2551,'ESCRITORIO D OFICI','31/07/2008','2.551.00','0.00','2.551.00',120,'21.26',120
2552,'ESCRITORIO D OFICI','31/07/2008','2.551.00','0.00','2.551.00',120,'21.26',120
2553,'ESCRITORIO D OFICI','31/07/2008','2.551.00','0.00','2.551.00',120,'21.26',120
2554,'ESCRITORIO D OFICI','31/07/2008','2.551.00','0.00','2.551.00',120,'21.26',120
2555,'ESCRITORIO D OFICI','31/07/2008','2.551.00','0.00','2.551.00',120,'21.26',120
2657,'SILLA CON BRAZOS','31/08/2008','603.00','346.38','256.62',120,'5.03',51
2658,'SILLA CON BRAZOS','31/08/2008','603.00','346.38','256.62',120,'5.03',51
2659,'SILLA CON BRAZOS','31/08/2008','603.00','346.38','256.62',120,'5.03',51
2660,'SILLA CON BRAZOS','31/08/2008','603.00','346.38','256.62',120,'5.03',51
2661,'SILLA CON BRAZOS','31/08/2008','603.00','346.38','256.62',120,'5.03',51
2662,'SILLA CON BRAZOS','31/08/2008','603.00','346.38','256.62',120,'5.03',51
2663,'SILLA CON BRAZOS','31/08/2008','603.00','346.38','256.62',120,'5.03',51
2664,'SILLA CON BRAZOS','31/08/2008','603.00','346.38','256.62',120,'5.03',51
2666,'SILLA CON BRAZOS','31/08/2008','603.00','346.38','256.62',120,'5.03',51
2667,'SILLA SIN BRAZOS','31/08/2008','554.00','318.09','235.91',120,'4.62',51
2668,'SILLA SIN BRAZOS','31/08/2008','554.00','318.09','235.91',120,'4.62',51
2670,'SILLA SIN BRAZOS','31/08/2008','554.00','318.09','235.91',120,'4.62',51
2822,'SILLA SEC.NEGRA','05/12/2008','293.00','0.00','293.00',120,'2.44',120
2823,'SILLA SEC.NEGRA','05/12/2008','293.00','0.00','293.00',120,'2.44',120
2826,'TOALLERA DUAL DELU','01/12/2008','320.00','167.58','152.42',120,'2.67',57
2827,'TOALLERA DUAL DELU','01/12/2008','320.00','167.58','152.42',120,'2.67',57
2828,'JABONERA SLIM','01/12/2008','84.00','44.10','39.90',120,'0.70',57
2829,'JABONERA SLIM','01/12/2008','84.00','44.10','39.90',120,'0.70',57
2835,'TARJETA DE AMPLIAC','01/12/2008','1.200.00','630.00','570.00',120,'10.00',57
2836,'BOTIQ.PRIM.AUXILIO','09/12/2008','1.00','0.00','1.00',120,'0.01',120
2860,'TELEF.KYOCERA K323','16/10/2008','1.00','0.00','1.00',120,'0.01',120
2864,'VENTILADOR','18/12/2008','111.00','57.96','53.04',120,'0.93',57
2865,'CAJA CHICA MEDIANA','05/01/2009','156.00','0.00','156.00',120,'1.30',120
2903,'PIZARRA BLANCA','18/02/2009','284.00','0.00','284.00',120,'2.37',120
2918,'LOKER 4 PUERTAS','01/03/2009','202.00','0.00','202.00',120,'1.68',120
2933,'TELEFONO INAL/M611','01/03/2009','116.00','0.00','116.00',120,'0.97',120
2941,'BAT.PARA RADIO MOT','11/03/2009','241.00','0.00','241.00',120,'2.01',120
2942,'BAT.PARA RADIO MOT','11/03/2009','241.00','0.00','241.00',120,'2.01',120
2943,'BAT.PARA RADIO MOT','11/03/2009','241.00','0.00','241.00',120,'2.01',120
2944,'BAT.PARA RADIO MOT','11/03/2009','241.00','0.00','241.00',120,'2.01',120
2969,'TANQUE 200L CON TA','19/03/2009','361.00','0.00','361.00',120,'3.01',120
2970,'TANQUE 600L CON TA','19/03/2009','676.00','152.01','523.99',120,'5.63',93
2972,'MICROONDAS 0.7 DIG','01/03/2009','297.00','0.00','297.00',120,'2.48',120
2991,'RADIO COMU/19KM FV','01/04/2009','252.00','0.00','252.00',120,'2.10',120
2992,'RADIO COMU/22KM SX','01/04/2009','303.00','0.00','303.00',120,'2.53',120
3097,'ESCRIT.120X50X75 P','01/07/2009','3.086.56','951.64','2.134.92',120,'25.72',83
3098,'ESCRIT.100X50X75 P','01/07/2009','3.173.71','0.00','3.173.71',120,'26.45',120
3099,'ESCRIT.100X50X75 P','01/07/2009','3.173.71','0.00','3.173.71',120,'26.45',120
3203,'CAFETERA HAMILT.40','10/11/2009','445.54','0.00','445.54',120,'3.71',120
3207,'CARTEL CORCHO 40X6','01/12/2009','129.00','0.00','129.00',120,'1.08',120
3254,'TELF.PANASONIC MES','01/01/2010','145.00','0.00','145.00',120,'1.21',120
3255,'TELF.PANASONIC MES','01/01/2010','145.00','0.00','145.00',120,'1.21',120
3256,'TELF.PANASONIC MES','01/01/2010','145.00','0.00','145.00',120,'1.21',120
3288,'MICROONDAS PANASON','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3290,'CAJA CHICA METALIC','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3291,'CAJA CHICA AZUL','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3292,'CAJA BEIGE PARA LL','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3305,'CAFETERA ELECTROLU','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3306,'TELF.INALAMB.MOTOR','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3307,'TELF.INALAMB.MOTOR','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3308,'TELF. PANASONIC NE','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3309,'TELF.PANASONIC NEG','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3310,'TELF.PANASONIC NEG','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3312,'TELF.PANASONIC NEG','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3313,'TELF.PANASONIC NEG','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3314,'TELF.PANASONIC NEG','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3315,'PIZARRA ACRILICA B','20/02/2010','1.00','0.00','1.00',120,'0.01',120
3394,'TV SANSUNG LCD 19"','15/03/2010','1.772.32','0.00','1.772.32',120,'14.77',120
3395,'CAFETERA','01/03/2010','60.71','0.00','60.71',120,'0.51',120
3396,'TERMO TERMICO','01/03/2010','53.57','0.00','53.57',120,'0.45',120
3398,'GABINETE NEGRO PAR','01/03/2010','803.57','0.00','803.57',120,'6.70',120
3644,'ARCHIVO 4 GAV.META','01/07/2010','1.784.83','0.00','1.784.83',120,'14.87',120
3645,'ARCHIVO 4 GAV.META','01/07/2010','1.784.83','0.00','1.784.83',120,'14.87',120
3646,'ARCHIVO 4 GAV.META','01/07/2010','1.784.83','0.00','1.784.83',120,'14.87',120
3647,'ARCHIVO 4 GAV.META','01/07/2010','1.784.83','0.00','1.784.83',120,'14.87',120
3648,'ARCHIVO 4 GAV.META','01/07/2010','1.784.83','0.00','1.784.83',120,'14.87',120
3649,'ARCHIVO 4 GAV.META','01/07/2010','1.784.83','0.00','1.784.83',120,'14.87',120
3650,'ARCHIVO 4 GAV.MATA','01/07/2010','1.784.83','0.00','1.784.83',120,'14.87',120
3651,'ARCHIVO 4 GAV. MET','01/07/2010','1.784.83','0.00','1.784.83',120,'14.87',120
3716,'CARTELERA/CORCHO','12/07/2010','247.82','0.00','247.82',120,'2.07',120
3717,'CARTELERA/CORCHO','12/07/2010','247.82','0.00','247.82',120,'2.07',120
3720,'CARTELERA/CORCHO','12/07/2010','247.82','0.00','247.82',120,'2.07',120
3721,'CARTELERA/CORCHO','12/07/2010','247.82','0.00','247.82',120,'2.07',120
3722,'CARTELERA/CORCHO','12/07/2010','247.82','0.00','247.82',120,'2.07',120
3723,'CARTELERA/CORCHO','12/07/2010','247.82','0.00','247.82',120,'2.07',120
3766,'ENFRIADOR DE AGUA','07/09/2010','891.96','0.00','891.96',120,'7.43',120
3767,'ENFRIADOR DE AGUA','07/09/2010','891.96','0.00','891.96',120,'7.43',120
3773,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3776,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3778,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3779,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3780,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3781,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3782,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3783,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3784,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3785,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3786,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3787,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3845,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3846,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3847,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3848,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3849,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3850,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3851,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3852,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3853,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3854,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3855,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3856,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3857,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3858,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3859,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3860,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3861,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3862,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3863,'ESCRIT.1.45X0.60 R','13/09/2010','2.900.00','0.00','2.900.00',120,'24.17',120
3864,'SILLA OPERATIVA','13/09/2010','1.350.00','0.00','1.350.00',120,'11.25',120
3865,'SILLA OPERATIVA','13/09/2010','1.350.00','0.00','1.350.00',120,'11.25',120
3866,'SILLA OPERATIVA','13/09/2010','1.350.00','0.00','1.350.00',120,'11.25',120
3867,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3868,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3869,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3870,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3871,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3872,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3873,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3874,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3875,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3876,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3877,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3878,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3879,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3880,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3881,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3882,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3883,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3884,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3885,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3886,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3887,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3888,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3889,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3890,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3891,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3892,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3893,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3894,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3895,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3896,'SILLA VISITANTE','13/09/2010','820.34','0.00','820.34',120,'6.84',120
3897,'ARCHIVO RODANTE ME','13/09/2010','1.880.00','0.00','1.880.00',120,'15.67',120
3898,'ARCHIVO RODANTE ME','13/09/2010','1.880.00','0.00','1.880.00',120,'15.67',120
3899,'ARCHIVO RODANTE ME','13/09/2010','1.880.00','0.00','1.880.00',120,'15.67',120
3940,'PANT.TRIPO 2.40X2.','29/09/2010','1.600.00','0.00','1.600.00',120,'13.33',120
3941,'PANT.TRIPO 2.40X2.','29/09/2010','1.600.00','0.00','1.600.00',120,'13.33',120
3944,'BASE UNIV.PROYECTO','27/09/2010','800.00','0.00','800.00',120,'6.67',120
3945,'BASE UNIV.PROYECTO','27/09/2010','800.00','0.00','800.00',120,'6.67',120
3951,'PANTALLA PROYEC.80','01/10/2010','690.00','0.00','690.00',120,'5.75',120
3982,'RADIO MOTOROLA-565','08/12/2010','2.000.00','0.00','2.000.00',120,'16.67',120
3983,'RADIO MOTOROLA-755','08/12/2010','2.000.00','0.00','2.000.00',120,'16.67',120
3984,'RADIO MOTOROLA-765','08/12/2010','2.000.00','0.00','2.000.00',120,'16.67',120
4000,'ESCRIT.100X50X75 P','01/07/2009','3.173.71','0.00','3.173.71',120,'26.45',120
4001,'ARCHI.4GAV.+1GAV.A','01/07/2009','1.982.40','0.00','1.982.40',120,'16.52',120
4002,'GAVETERO 2GAV+1GAV','01/07/2009','1.194.10','0.00','1.194.10',120,'9.95',120
4003,'CARTELERA DE CORCH','01/07/2009','87.46','0.00','87.46',120,'0.73',120
