EM0,PV0,PV1,PV2,PV3,PV4,PV5
'U','U180    ','INDUGRAM  C.A.                ','ZONA IND. CORPOINDUSTRIA      ','TINAQUILLO EDO. COJEDES       ','                              ','J30612222-2    '
'U','U190    ','NUTRI FOOD DE VENEZUELA  C.A. ','AV.INTERCOMUNAL TURMERO       ','PARCELA 22 GALPON 3 MARACAY   ','ESTADO ARAGUA                 ','J-302516587    '
'U','U220    ','INVERSIONES EL SALMON  C.A.   ','O/C NUMERO:                   ','033513                        ','                              ','J-30318060-4   '
'U','U233    ','MEAD JOHNSON NUTRITION VZLA SC','CALLE BERNARDETTE EDIF.BRISTOL','MYERS DE VZLA PB.URB.LOS CORTI','JOS DE LOURDES CARACAS        ','J-29696136-0   '
'U','U350    ','PRODUCTOS PISCICOLA PROPISCA  ','CARRETERA NACIONAL CUMANA     ','CARUPANO PLANTA ENLATADORA    ','GUATAMARE CARIACO EDO SUCRE   ','J-00092975-0   '
'U','U370    ','ETHNOR FARMACEUTICA S.A       ','AV ROMULO GALLEGOS LOS DOS    ','CAMINOS EDIF JHONNSON &       ','JHONNSON PISO 7 CARACAS       ','J-00012801-4   '
'U','U371    ','EVEREADY DE VENEZUELA  C.A.   ','AV.GUAICAIPURO URB.EL ROSAL   ','EDIF.TORRE FORUM PISO 1 OF.1-B','CARACAS VENEZUELA             ','J-00037427-9   '
'U','U375    ','PRODUCTOS LA FINA  C.A.       ','O/C NUMERO:                   ','058666                        ','                              ','J-30984262-5   '
'U','U380    ','PROAGRO C.A.                  ','AV.EUGENIO MENDOZA EDIF.PROTIN','AL FTE AL STADIUM JOSE BERNARD','O PEREZ VALENCIA EDO CARABOBO ','J-30984262-5   '
'U','U390    ','PROCTER & GAMBLE DE VENEZUELA ','Zona Industrial Corpoindustria','Galpon E-4 Tinaquillo         ','Edo - Cojedes                 ','J-30810986-0   '
'U','U392    ','NORDIK QUIMICA DE VENEZUELA CA','ZONA INDUSTRIAL GUAYABAL      ','DETRAS AGUA MINERAL LOS ALPES ','PARCELA 25. ESTADO MIRANDA    ','J-30044950-5   '
'U','U396    ','PAPELES VENEZOLANOS C.A.      ','CALLE LAS MERCEDES ENTRE      ','GUAICAIPURO Y CARABOBO EDIFIC ','SORUM PISO 8 EL ROSAL CARACAS ','J-075883098    '
'U','U405    ','PROAREPA                      ','CARRETERA PETARE STA. LUCIA   ','ESTADO MIRANDA                ','                              ','G-20001358-3   '
'U','U500    ','INDUSTRIAS ZULY MILK  C.A.    ','CARRETERA PETARE STA LUCIA Km.','9  SECTOR HOYO DE LAS TAPIAS  ','GALPON D-3. MARICHE-MIRANDA   ','G-20001358-3   '
